Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainTomorrow,idnumber,Results
23-10-13,Mysore,20.1,33.6,3.6,2.8,11.9,NW,63.0,W,28.0,47.0,1004.8,3.0,27.0,No,14329,0
24-10-13,Mysore,16.4,25.9,0.0,12.4,12.5,W,70.0,WSW,20.0,41.0,1011.7,1.0,20.2,No,38370,0
25-10-13,Mysore,12.2,23.4,0.0,10.8,10.4,E,35.0,E,20.0,28.0,1023.2,1.0,16.0,No,58298,0
26-10-13,Mysore,14.0,23.9,0.0,8.8,11.6,WSW,44.0,ESE,28.0,34.0,1020.9,7.0,17.2,No,2039,0
27-10-13,Mysore,14.6,22.3,0.0,6.0,9.1,ESE,37.0,E,17.0,51.0,1022.5,3.0,20.5,Yes,77459,1
28-10-13,Mysore,15.6,22.3,28.2,3.2,5.7,ENE,61.0,E,15.0,81.0,1019.5,7.0,19.5,No,56421,0
29-10-13,Mysore,16.4,26.3,0.0,4.8,5.0,S,93.0,,15.0,78.0,1006.6,7.0,19.5,No,57942,0
30-10-13,Mysore,13.2,22.2,0.4,7.4,12.0,,,,0.0,57.0,1019.6,6.0,16.7,No,7189,0
31-10-13,Mysore,15.4,22.2,0.0,5.4,9.8,,,,0.0,62.0,1022.0,5.0,18.2,No,30718,0
01-11-13,Mysore,17.3,21.7,0.0,8.0,7.7,,,,0.0,63.0,1023.8,7.0,19.0,No,14230,0
02-11-13,Mysore,15.9,26.1,0.0,5.6,7.1,,,,0.0,71.0,1018.2,7.0,19.3,No,71189,0
03-11-13,Mysore,18.7,34.2,0.0,7.6,7.4,,,,0.0,49.0,1010.3,7.0,23.8,No,77237,0
04-11-13,Mysore,14.8,20.5,0.0,11.2,11.7,,,,0.0,34.0,1022.5,1.0,17.0,No,6728,0
05-11-13,Mysore,15.0,21.4,0.0,9.8,4.3,ESE,33.0,ESE,0.0,58.0,1028.0,7.0,16.6,No,72875,0
06-11-13,Mysore,11.8,21.4,0.0,4.6,12.2,ENE,43.0,E,11.0,58.0,1024.3,1.0,17.4,No,1051,0
07-11-13,Mysore,15.0,26.2,0.0,8.0,11.9,NNE,48.0,ENE,11.0,59.0,1017.1,0.0,20.6,No,40094,0
08-11-13,Mysore,17.9,28.1,0.0,9.4,8.3,W,63.0,NNE,4.0,43.0,1011.0,3.0,24.5,No,50226,0
09-11-13,Mysore,22.3,33.3,0.0,10.4,9.5,SSE,48.0,SE,9.0,46.0,1006.4,4.0,24.8,Yes,57439,1
10-11-13,Mysore,15.7,18.9,11.6,9.6,0.7,SE,50.0,SE,15.0,87.0,1017.5,8.0,15.8,Yes,40772,1
11-11-13,Mysore,15.1,18.4,39.6,9.4,0.0,SE,54.0,SSE,31.0,91.0,1018.1,8.0,16.0,Yes,38784,1
12-11-13,Mysore,15.6,22.8,20.2,1.8,4.9,ENE,28.0,E,4.0,92.0,1013.2,8.0,17.4,Yes,22601,1
13-11-13,Mysore,15.1,27.6,7.4,3.2,13.0,ENE,37.0,E,20.0,59.0,1014.4,1.0,20.7,No,67102,0
14-11-13,Mysore,16.9,27.0,0.0,9.6,13.2,ENE,33.0,E,15.0,32.0,1014.1,0.0,22.5,No,12392,0
15-11-13,Mysore,15.9,23.3,0.0,7.8,8.0,ESE,69.0,SE,2.0,68.0,1015.8,3.0,20.7,Yes,71778,1
16-11-13,Mysore,15.7,21.7,23.0,,5.6,SSE,50.0,SSE,19.0,74.0,1016.0,7.0,18.0,Yes,76184,1
17-11-13,Mysore,14.8,18.0,40.8,5.6,0.0,SSE,50.0,SSE,22.0,83.0,1015.5,7.0,16.4,Yes,44990,1
18-11-13,Mysore,15.2,20.0,11.2,4.0,0.0,S,59.0,SSE,30.0,80.0,1013.3,8.0,17.9,Yes,24886,1
19-11-13,Mysore,16.4,25.4,17.6,2.0,10.3,S,39.0,SSE,17.0,79.0,1011.4,6.0,20.0,No,60045,0
20-11-13,Mysore,16.6,24.9,0.2,6.8,12.0,E,33.0,E,11.0,71.0,1012.4,4.0,20.8,No,69963,0
21-11-13,Mysore,20.1,24.6,0.0,6.2,9.8,ENE,52.0,NE,15.0,64.0,1012.8,6.0,23.6,Yes,65484,1
22-11-13,Mysore,19.9,24.3,3.0,9.8,2.9,NE,69.0,NNE,28.0,79.0,1009.1,7.0,21.1,Yes,51880,1
23-11-13,Mysore,18.1,25.0,7.4,4.0,9.3,NE,31.0,NE,9.0,78.0,1005.8,3.0,21.7,Yes,1310,1
24-11-13,Mysore,16.8,23.8,3.6,5.0,13.0,SE,41.0,SE,7.0,58.0,1006.3,1.0,20.8,No,37119,0
25-11-13,Mysore,16.4,23.3,0.0,8.2,10.3,SSW,61.0,S,6.0,57.0,1008.1,3.0,20.8,Yes,18659,1
26-11-13,Mysore,14.7,22.9,4.2,7.4,7.7,SSE,41.0,SSE,13.0,61.0,1016.7,7.0,17.0,No,65437,0
27-11-13,Mysore,13.7,23.9,0.0,5.6,12.6,E,30.0,E,13.0,52.0,1018.3,1.0,19.5,No,65094,0
28-11-13,Mysore,16.6,26.5,0.0,8.0,11.2,NNE,46.0,NE,9.0,56.0,1011.7,6.0,23.3,No,25764,0
29-11-13,Mysore,19.5,20.9,0.2,10.6,0.0,S,59.0,S,13.0,72.0,1005.8,8.0,20.9,Yes,53905,1
30-11-13,Mysore,14.9,22.9,2.8,3.4,7.3,SW,44.0,SE,22.0,59.0,1018.8,7.0,18.5,No,5148,0
01-12-13,Mysore,14.0,22.7,0.0,7.0,7.5,ESE,35.0,E,6.0,64.0,1025.1,5.0,19.0,No,5709,0
02-12-13,Mysore,15.2,24.1,0.0,5.0,12.1,ENE,37.0,ENE,11.0,52.0,1022.5,4.0,21.3,No,57257,0
03-12-13,Mysore,15.2,24.6,0.0,8.0,13.3,ENE,48.0,NE,11.0,51.0,1017.6,2.0,22.8,No,52,0
04-12-13,Mysore,17.8,27.8,0.0,8.8,7.9,NNE,54.0,E,13.0,61.0,1006.3,5.0,23.5,Yes,69161,1
05-12-13,Mysore,19.0,26.3,4.0,8.0,8.4,W,78.0,W,4.0,80.0,996.7,7.0,21.5,No,68217,0
06-12-13,Mysore,12.7,22.9,0.0,10.0,13.6,WSW,59.0,ESE,26.0,37.0,1011.7,1.0,17.1,No,71707,0
07-12-13,Mysore,13.6,25.0,0.0,7.6,12.6,NNE,30.0,E,13.0,47.0,1020.4,3.0,20.0,No,17502,0
08-12-13,Mysore,16.2,25.6,0.0,7.2,11.4,NE,46.0,NE,9.0,58.0,1019.0,3.0,22.6,No,17521,0
09-12-13,Mysore,19.3,29.8,0.0,10.0,4.1,N,56.0,NE,6.0,52.0,1009.1,7.0,25.4,No,72777,0
10-12-13,Mysore,23.0,33.0,0.0,8.0,12.0,W,54.0,ESE,24.0,34.0,1002.5,1.0,28.6,No,77017,0
11-12-13,Mysore,18.1,28.0,0.0,11.2,13.2,ENE,31.0,E,13.0,31.0,1009.7,1.0,23.7,No,61213,0
12-12-13,Mysore,19.9,24.8,0.0,10.4,9.7,NE,46.0,ENE,15.0,69.0,1011.9,6.0,20.6,No,41349,0
13-12-13,Mysore,18.9,26.3,0.0,6.8,13.0,ENE,46.0,ENE,9.0,63.0,1012.5,1.0,24.3,No,74533,0
14-12-13,Mysore,20.6,26.7,0.0,8.8,9.8,SSE,50.0,SSE,30.0,65.0,1014.8,3.0,23.7,Yes,60193,1
15-12-13,Mysore,19.1,24.6,1.2,7.8,2.0,ESE,30.0,E,2.0,81.0,1018.6,7.0,20.1,Yes,75973,1
16-12-13,Mysore,18.7,24.8,2.2,7.0,6.4,ENE,35.0,ENE,9.0,83.0,1020.6,7.0,20.1,No,25838,0
17-12-13,Mysore,18.7,26.0,0.2,3.6,11.9,NE,44.0,ENE,9.0,60.0,1021.8,6.0,22.5,No,30737,0
18-12-13,Mysore,20.6,26.0,0.0,10.0,12.9,ENE,33.0,ENE,15.0,57.0,1024.2,3.0,24.5,No,19675,0
19-12-13,Mysore,18.9,26.4,0.0,9.0,12.9,NNE,56.0,NE,17.0,60.0,1022.5,2.0,23.1,No,15496,0
20-12-13,Mysore,20.3,33.5,0.0,10.0,10.1,ENE,43.0,E,6.0,59.0,1016.3,2.0,26.2,No,62001,0
21-12-13,Mysore,21.5,27.8,0.0,11.6,9.9,SSE,57.0,SSE,28.0,59.0,1016.8,6.0,25.1,No,13222,0
22-12-13,Mysore,21.7,28.7,0.0,8.0,6.9,NNE,52.0,E,9.0,67.0,1012.6,7.0,25.5,No,18231,0
23-12-13,Mysore,22.4,36.0,0.0,7.6,4.0,S,57.0,ESE,11.0,61.0,1007.2,7.0,27.5,No,62341,0
24-12-13,Mysore,19.2,22.9,0.0,6.6,0.0,SSE,41.0,SSE,24.0,58.0,1018.3,7.0,21.8,No,17774,0
25-12-13,Mysore,18.7,21.5,0.6,3.6,0.0,ENE,35.0,NE,6.0,85.0,1019.3,8.0,18.9,Yes,61698,1
26-12-13,Mysore,18.7,26.6,21.0,1.2,9.5,SW,43.0,ESE,13.0,82.0,1012.3,7.0,21.5,Yes,39634,1
27-12-13,Mysore,17.9,24.8,1.8,6.2,10.5,ENE,31.0,ENE,9.0,78.0,1012.5,5.0,21.0,No,1399,0
28-12-13,Mysore,19.4,25.5,0.0,5.6,12.4,NNE,54.0,NE,19.0,62.0,1012.3,4.0,23.6,No,58043,0
29-12-13,Mysore,20.0,24.6,0.0,10.2,11.7,SSE,78.0,SSE,39.0,65.0,1009.5,2.0,21.4,No,58724,0
30-12-13,Mysore,18.8,24.2,0.0,11.4,10.2,ENE,43.0,ENE,9.0,47.0,1015.3,5.0,22.1,No,30131,0
31-12-13,Mysore,17.5,26.2,0.0,6.4,10.6,ESE,37.0,ESE,9.0,60.0,1013.2,2.0,22.5,No,3073,0
01-01-20,Mysore,20.5,27.1,0.0,7.4,5.9,,,NE,13.0,58.0,1014.6,5.0,24.4,No,55519,0
02-01-20,Mysore,22.3,36.5,0.0,8.0,3.5,WSW,52.0,WSW,6.0,50.0,1003.6,7.0,27.1,No,9711,0
03-01-20,Mysore,21.0,26.2,0.2,5.6,5.6,ENE,37.0,ENE,13.0,62.0,1005.3,7.0,22.2,No,24510,0
04-01-20,Mysore,20.1,27.5,0.0,7.4,11.2,S,57.0,E,17.0,60.0,1003.4,1.0,22.9,No,75803,0
05-01-20,Mysore,20.8,26.0,0.0,8.2,12.2,NNE,59.0,NE,9.0,63.0,1010.5,6.0,24.2,No,76745,0
06-01-20,Mysore,19.6,32.0,0.0,9.4,12.8,W,43.0,SE,17.0,30.0,1008.9,1.0,25.3,No,47624,0
07-01-20,Mysore,18.3,21.6,0.0,11.4,1.7,SSE,44.0,SE,26.0,55.0,1018.3,5.0,20.9,Yes,66378,1
08-01-20,Mysore,16.2,22.3,5.8,7.6,0.4,SE,35.0,SE,11.0,68.0,1023.7,7.0,18.3,No,38262,0
09-01-20,Mysore,18.1,23.2,0.0,3.8,2.0,E,33.0,ENE,17.0,49.0,1024.3,7.0,21.1,No,39207,0
10-01-20,Mysore,19.0,25.7,0.4,6.6,9.3,ENE,41.0,ENE,4.0,66.0,1022.2,6.0,22.3,No,34727,0
11-01-20,Mysore,19.1,29.1,0.0,7.2,10.9,ENE,35.0,NE,6.0,65.0,1018.9,1.0,23.5,No,55570,0
12-01-20,Mysore,21.1,28.8,0.0,10.4,10.3,ESE,39.0,ESE,9.0,71.0,1017.7,2.0,24.8,No,52072,0
13-01-20,Mysore,19.7,26.8,0.0,7.6,11.5,ESE,33.0,ESE,7.0,66.0,1021.9,6.0,21.9,No,59336,0
14-01-20,Mysore,18.3,27.5,0.0,7.2,12.0,ENE,44.0,E,7.0,59.0,1022.3,4.0,22.8,No,58688,0
15-01-20,Mysore,21.2,28.8,0.0,10.0,12.8,NE,56.0,NE,2.0,62.0,1021.7,0.0,25.6,No,28317,0
16-01-20,Mysore,21.1,28.1,0.0,10.8,13.1,ENE,41.0,ENE,9.0,64.0,1019.2,0.0,25.3,No,10678,0
17-01-20,Mysore,21.3,27.7,0.0,10.4,12.8,NE,52.0,NE,6.0,67.0,1016.7,2.0,24.2,No,42058,0
18-01-20,Mysore,19.3,28.7,0.0,10.6,13.1,NE,52.0,ENE,7.0,65.0,1012.6,0.0,25.1,No,61508,0
19-01-20,Mysore,21.2,29.4,0.0,10.8,6.1,SSE,37.0,SE,6.0,65.0,1010.0,7.0,24.9,No,34730,0
20-01-20,Mysore,21.7,25.9,0.0,4.2,2.8,S,37.0,ESE,11.0,71.0,1009.2,6.0,24.1,Yes,27738,1
21-01-20,Mysore,19.8,25.0,5.0,5.0,0.6,E,33.0,E,20.0,79.0,1010.2,7.0,21.6,Yes,318,1
22-01-20,Mysore,19.8,22.8,3.0,2.8,0.0,SSE,43.0,SSE,15.0,74.0,1017.7,7.0,21.8,No,31327,0
23-01-20,Mysore,20.2,24.7,0.2,4.4,4.6,E,31.0,E,20.0,60.0,1023.2,5.0,22.4,No,35015,0
24-01-20,Mysore,19.7,26.3,0.0,7.4,1.5,NNE,52.0,NE,20.0,69.0,1014.0,8.0,23.9,Yes,41410,1
25-01-20,Mysore,19.3,25.3,2.4,5.6,8.0,SE,56.0,SSE,20.0,63.0,1012.0,4.0,22.5,No,26158,0
26-01-20,Mysore,17.2,22.3,0.2,8.6,2.3,SSE,31.0,E,7.0,77.0,1023.8,7.0,18.1,No,3012,0
27-01-20,Mysore,16.0,25.5,0.2,3.6,12.7,NE,44.0,ENE,13.0,56.0,1024.4,3.0,20.6,No,8425,0
28-01-20,Mysore,19.6,26.5,0.0,9.4,13.0,NE,57.0,NE,17.0,45.0,1021.5,1.0,24.7,No,77335,0
29-01-20,Mysore,20.3,29.1,0.0,12.0,13.0,NE,44.0,NE,6.0,54.0,1017.0,0.0,24.5,No,12359,0
30-01-20,Mysore,21.7,27.9,0.0,9.6,13.0,NE,52.0,NE,13.0,56.0,1019.9,3.0,25.2,No,54529,0
31-01-20,Mysore,20.3,28.3,0.0,12.6,13.0,NE,44.0,NE,17.0,51.0,1014.9,1.0,24.7,No,66907,0
01-02-20,Mysore,21.7,28.7,0.0,11.0,10.6,SSE,37.0,ESE,17.0,72.0,1015.2,6.0,23.6,No,26931,0
02-02-20,Mysore,22.3,27.4,0.0,7.2,12.7,NE,43.0,NE,22.0,67.0,1015.6,3.0,24.6,No,72026,0
03-02-20,Mysore,21.3,27.1,0.0,12.0,11.6,NE,56.0,NE,26.0,55.0,1015.7,1.0,24.9,No,11624,0
04-02-20,Mysore,20.7,25.2,0.0,12.0,1.2,SSE,61.0,S,17.0,62.0,1017.1,7.0,25.1,Yes,65040,1
05-02-20,Mysore,17.5,24.5,3.2,5.2,3.1,SSE,41.0,SSE,26.0,59.0,1023.9,6.0,20.6,Yes,48579,1
06-02-20,Mysore,17.1,23.3,1.2,7.2,3.2,E,26.0,ESE,11.0,67.0,1020.3,8.0,19.2,No,43307,0
07-02-20,Mysore,15.5,25.4,0.2,4.2,12.3,ENE,41.0,ENE,11.0,63.0,1017.7,1.0,19.6,No,50720,0
08-02-20,Mysore,19.4,27.3,0.0,9.2,12.1,NE,44.0,NE,2.0,59.0,1018.1,0.0,24.3,No,20658,0
09-02-20,Mysore,20.6,27.6,0.0,9.6,12.9,NE,48.0,NE,9.0,63.0,1018.9,2.0,24.6,No,25553,0
10-02-20,Mysore,20.6,27.2,0.0,10.4,0.2,SSE,59.0,S,20.0,83.0,1019.5,8.0,20.8,No,28694,0
11-02-20,Mysore,20.1,27.7,0.0,7.2,4.0,SSE,31.0,SE,4.0,72.0,1017.6,8.0,22.4,No,42994,0
12-02-20,Mysore,22.1,26.3,0.2,6.0,4.3,ESE,33.0,ESE,19.0,78.0,1016.5,7.0,23.5,Yes,27885,1
13-02-20,Mysore,21.5,27.0,3.4,4.6,7.5,ENE,39.0,E,11.0,66.0,1015.1,4.0,25.1,No,64911,0
14-02-20,Mysore,20.8,23.5,1.0,8.8,0.0,ENE,28.0,ENE,6.0,81.0,1008.1,8.0,21.6,No,43568,0
15-02-20,Mysore,20.9,24.9,1.0,2.2,0.0,NE,26.0,ENE,2.0,88.0,1003.7,8.0,21.5,Yes,42179,1
16-02-20,Mysore,21.4,25.0,6.0,2.4,0.0,SSE,54.0,SSE,6.0,78.0,999.5,8.0,24.7,Yes,41031,1
17-02-20,Mysore,18.4,26.4,21.8,7.0,8.3,SSW,31.0,ESE,13.0,90.0,1013.5,7.0,19.0,No,36331,0
18-02-20,Mysore,18.9,24.7,0.0,2.4,2.7,E,26.0,E,4.0,77.0,1013.0,7.0,20.6,No,53466,0
19-02-20,Mysore,20.5,29.1,0.0,2.2,1.8,NNE,35.0,W,11.0,81.0,1004.8,7.0,23.8,Yes,72516,1
20-02-20,Mysore,20.4,29.1,13.2,4.2,11.2,WSW,33.0,ESE,7.0,52.0,1007.8,5.0,22.2,No,44812,0
21-02-20,Mysore,18.0,27.0,0.0,11.4,11.9,ESE,41.0,SE,20.0,33.0,1016.0,1.0,21.1,No,16353,0
22-02-20,Mysore,19.5,24.7,0.0,5.8,9.2,ESE,33.0,ESE,9.0,63.0,1020.3,7.0,22.0,No,30102,0
23-02-20,Mysore,19.6,26.5,0.0,8.0,10.7,SE,37.0,SE,24.0,50.0,1023.4,1.0,23.0,No,43490,0
24-02-20,Mysore,19.1,26.4,0.2,6.4,11.0,ENE,33.0,E,9.0,68.0,1020.7,2.0,21.7,No,66690,0
25-02-20,Mysore,19.5,26.7,0.0,7.4,11.8,NE,50.0,NE,6.0,72.0,1017.9,3.0,23.2,No,4158,0
26-02-20,Mysore,19.7,32.4,0.0,9.8,6.2,SSE,43.0,ENE,7.0,59.0,1011.8,6.0,25.1,Yes,50329,1
27-02-20,Mysore,20.3,22.0,4.4,5.2,0.2,S,44.0,SSE,24.0,82.0,1017.3,7.0,21.7,Yes,57619,1
28-02-20,Mysore,19.3,21.6,2.4,3.2,0.0,SE,44.0,SSE,20.0,86.0,1022.7,8.0,19.7,Yes,45548,1
01-03-20,Mysore,18.2,22.7,10.4,1.6,0.0,NNE,26.0,ENE,2.0,90.0,1020.5,7.0,19.6,Yes,63426,1
02-03-20,Mysore,17.9,22.8,6.6,2.4,1.2,ESE,41.0,S,11.0,85.0,1020.3,7.0,19.3,Yes,57030,1
03-03-20,Mysore,18.8,26.3,4.6,3.8,3.8,ESE,37.0,SE,11.0,70.0,1024.8,3.0,21.7,Yes,43726,1
04-03-20,Mysore,19.0,25.4,1.4,2.6,3.3,ENE,22.0,E,7.0,83.0,1026.1,7.0,20.9,No,27214,0
05-03-20,Mysore,18.1,27.5,0.2,4.0,7.7,S,50.0,NE,4.0,69.0,1018.6,1.0,21.9,Yes,11828,1
06-03-20,Mysore,21.0,26.8,1.6,7.0,5.8,SSW,46.0,S,20.0,75.0,1018.6,7.0,22.3,No,74665,0
07-03-20,Mysore,19.3,26.9,0.2,5.2,7.5,NNE,31.0,E,13.0,69.0,1020.3,4.0,23.0,No,23375,0
08-03-20,Mysore,21.6,27.2,0.0,5.6,8.9,ESE,39.0,ESE,13.0,63.0,1022.6,7.0,23.8,No,41841,0
09-03-20,Mysore,19.6,27.1,0.0,6.4,11.1,E,31.0,E,6.0,68.0,1023.6,4.0,22.8,No,70810,0
10-03-20,Mysore,21.9,27.5,0.2,6.8,11.0,ENE,37.0,E,11.0,60.0,1023.4,3.0,25.6,No,54123,0
11-03-20,Mysore,19.6,27.8,0.0,8.6,10.8,NE,35.0,NE,9.0,67.0,1023.6,1.0,22.8,No,64497,0
12-03-20,Mysore,19.2,29.2,0.0,8.2,6.2,SE,37.0,E,7.0,69.0,1018.1,6.0,22.1,Yes,15433,1
13-03-20,Mysore,18.5,27.0,27.8,7.0,6.2,S,44.0,SE,15.0,81.0,1020.4,6.0,19.6,No,57498,0
14-03-20,Mysore,19.3,26.3,0.2,4.0,7.9,NNE,43.0,ENE,7.0,70.0,1018.4,6.0,22.7,No,34859,0
15-03-20,Mysore,19.5,26.6,0.0,7.8,5.8,WSW,91.0,NE,7.0,64.0,1013.0,4.0,22.5,Yes,64089,1
16-03-20,Mysore,19.2,29.3,5.4,5.8,5.8,W,57.0,WNW,9.0,57.0,1005.5,2.0,24.2,Yes,77438,1
17-03-20,Mysore,15.1,28.0,5.0,6.2,11.2,NNE,35.0,ENE,15.0,47.0,1016.9,1.0,19.4,No,22325,0
18-03-20,Mysore,16.1,29.7,0.2,7.2,10.4,NE,31.0,NE,19.0,58.0,1021.0,1.0,19.9,No,43196,0
19-03-20,Mysore,19.6,27.9,0.0,6.6,10.1,S,48.0,SSE,13.0,66.0,1023.9,1.0,23.9,No,19387,0
20-03-20,Mysore,21.7,27.0,0.0,6.2,9.2,E,33.0,E,0.0,58.0,1026.9,3.0,25.5,No,26684,0
21-03-20,Mysore,20.4,26.8,1.0,6.0,5.2,NE,39.0,ENE,6.0,75.0,1022.5,7.0,21.7,No,49797,0
22-03-20,Mysore,18.7,26.7,0.0,6.0,9.5,SSW,37.0,ENE,6.0,68.0,1017.8,3.0,23.6,No,11229,0
23-03-20,Mysore,20.3,27.0,0.0,5.2,7.2,NNW,41.0,ENE,6.0,70.0,1017.6,3.0,23.0,No,71483,0
24-03-20,Mysore,20.1,23.2,0.4,6.2,0.0,W,54.0,W,24.0,79.0,1016.4,8.0,20.3,Yes,25884,1
25-03-20,Mysore,17.1,25.2,6.8,4.2,6.5,ESE,35.0,ESE,11.0,82.0,1020.0,1.0,19.8,No,48526,0
26-03-20,Mysore,19.7,24.9,0.6,2.8,0.0,NE,37.0,E,11.0,89.0,1022.5,7.0,21.2,Yes,62838,1
27-03-20,Mysore,20.6,22.2,18.0,2.8,0.0,N,35.0,N,2.0,89.0,1022.3,8.0,21.2,Yes,75232,1
28-03-20,Mysore,18.0,24.7,7.4,1.0,0.0,WSW,26.0,WSW,13.0,84.0,1017.0,7.0,18.7,No,28709,0
29-03-20,Mysore,18.7,25.7,0.8,3.6,5.6,SSE,41.0,SSE,15.0,80.0,1015.3,6.0,20.6,No,47482,0
30-03-20,Mysore,19.4,27.0,0.2,3.6,10.1,SE,35.0,ESE,11.0,69.0,1020.1,3.0,22.4,Yes,67364,1
31-03-20,Mysore,17.5,25.0,3.6,5.0,10.2,W,26.0,ESE,15.0,79.0,1022.4,3.0,19.6,No,66182,0
01-04-20,Mysore,17.5,26.4,0.0,3.2,6.2,NNE,31.0,ENE,13.0,78.0,1019.7,7.0,20.5,No,22186,0
02-04-20,Mysore,18.1,26.0,0.0,4.8,10.9,E,26.0,E,11.0,91.0,1017.9,2.0,18.9,No,12254,0
03-04-20,Mysore,18.9,26.3,0.0,3.0,8.8,SSW,31.0,E,13.0,82.0,1017.5,1.0,21.3,No,58515,0
04-04-20,Mysore,19.9,22.3,0.0,6.0,0.0,S,43.0,S,11.0,82.0,1018.5,8.0,20.4,Yes,58265,1
05-04-20,Mysore,18.0,26.0,5.6,9.2,6.4,SSW,50.0,SSE,13.0,80.0,1018.8,7.0,20.6,Yes,73689,1
06-04-20,Mysore,17.2,21.7,3.4,4.6,1.1,SSW,48.0,SW,9.0,86.0,1020.9,7.0,19.2,Yes,71501,1
07-04-20,Mysore,15.3,22.4,16.0,4.2,3.3,SSE,39.0,SSE,13.0,83.0,1025.5,6.0,16.9,Yes,57672,1
08-04-20,Mysore,17.2,23.2,5.0,5.2,1.2,W,22.0,E,13.0,77.0,1023.9,7.0,19.6,No,72767,0
09-04-20,Mysore,15.9,24.1,0.0,0.4,4.6,ENE,22.0,E,13.0,68.0,1021.4,7.0,20.4,No,12485,0
10-04-20,Mysore,17.8,24.7,0.0,2.6,0.0,W,17.0,E,11.0,74.0,1016.9,7.0,20.2,Yes,71376,1
11-04-20,Mysore,18.9,28.0,5.6,1.6,3.7,NW,37.0,SW,22.0,64.0,1005.5,5.0,24.1,Yes,66568,1
12-04-20,Mysore,17.9,21.0,5.0,3.8,0.7,SSW,54.0,SSW,26.0,76.0,1011.1,7.0,19.1,Yes,45632,1
13-04-20,Mysore,16.0,20.6,3.8,1.4,1.0,SSE,52.0,S,20.0,86.0,1016.8,7.0,17.8,Yes,65921,1
14-04-20,Mysore,13.5,21.0,2.8,3.6,3.3,SSW,41.0,S,20.0,64.0,1020.4,6.0,17.2,Yes,71112,1
15-04-20,Mysore,13.4,21.9,4.2,3.4,3.5,SSE,50.0,S,22.0,58.0,1020.7,7.0,17.3,Yes,29337,1
16-04-20,Mysore,14.3,23.3,29.6,3.2,9.0,SW,43.0,S,20.0,69.0,1019.8,5.0,17.7,No,11065,0
17-04-20,Mysore,13.1,23.7,0.0,5.2,9.0,SSE,41.0,SSE,19.0,65.0,1019.6,5.0,17.2,No,69822,0
18-04-20,Mysore,13.5,26.5,0.0,2.2,10.8,WSW,35.0,WNW,15.0,68.0,1016.3,2.0,16.7,No,56009,0
19-04-20,Mysore,15.0,22.7,0.0,3.8,10.7,SSE,41.0,SSE,17.0,60.0,1016.4,1.0,19.2,No,32814,0
20-04-20,Mysore,13.2,22.9,0.0,5.2,10.4,WSW,28.0,ENE,17.0,61.0,1018.4,3.0,16.3,No,21046,0
21-04-20,Mysore,13.2,25.3,0.0,4.0,9.7,W,35.0,ESE,20.0,48.0,1021.1,1.0,15.9,No,5877,0
22-04-20,Mysore,12.4,25.8,0.0,4.0,7.9,W,20.0,W,17.0,67.0,1018.7,7.0,15.8,No,68330,0
23-04-20,Mysore,13.4,26.1,0.0,4.2,9.0,W,24.0,ESE,20.0,59.0,1017.6,7.0,17.6,No,76999,0
24-04-20,Mysore,14.1,29.9,0.0,3.8,9.1,SE,41.0,WNW,15.0,53.0,1013.7,6.0,19.3,Yes,66150,1
25-04-20,Mysore,17.6,20.9,6.8,4.6,3.2,SSE,39.0,ENE,7.0,84.0,1023.2,8.0,17.7,Yes,41041,1
26-04-20,Mysore,15.5,23.1,9.2,2.0,1.2,S,30.0,WNW,7.0,72.0,1015.0,7.0,18.2,No,40231,0
27-04-20,Mysore,16.9,17.9,0.4,2.2,0.0,SSW,35.0,S,19.0,83.0,1023.5,5.0,17.9,Yes,68923,1
28-04-20,Mysore,15.0,20.6,20.2,1.0,2.8,W,20.0,NNE,11.0,75.0,1025.9,6.0,17.4,No,18063,0
29-04-20,Mysore,14.9,25.7,0.0,3.0,8.5,NNW,31.0,NE,13.0,71.0,1017.7,1.0,18.4,Yes,19109,1
30-04-20,Mysore,18.2,25.3,3.4,5.0,7.1,WSW,44.0,SSW,15.0,83.0,1012.5,7.0,18.6,No,54887,0
01-05-20,Mysore,11.3,23.0,0.0,5.2,10.2,W,31.0,ESE,19.0,59.0,1017.7,1.0,14.7,No,39074,0
02-05-20,Mysore,13.3,22.2,0.0,2.8,7.3,W,46.0,W,17.0,71.0,1006.9,2.0,16.1,Yes,27715,1
03-05-20,Mysore,11.7,15.7,1.2,5.6,1.1,W,57.0,W,13.0,81.0,996.5,7.0,12.7,Yes,11604,1
04-05-20,Mysore,10.8,20.5,3.8,3.8,8.5,W,54.0,W,20.0,61.0,1001.9,5.0,15.0,No,30231,0
05-05-20,Mysore,10.3,20.9,0.0,5.4,10.4,W,39.0,NW,22.0,54.0,1017.9,1.0,12.8,No,9357,0
06-05-20,Mysore,10.7,23.4,0.0,3.4,8.2,W,39.0,ENE,26.0,58.0,1021.2,5.0,14.6,No,57379,0
07-05-20,Mysore,11.2,20.7,0.0,3.2,9.7,S,43.0,S,20.0,59.0,1023.8,3.0,13.9,No,8814,0
08-05-20,Mysore,11.1,21.0,0.0,5.8,6.2,SSW,46.0,SSE,19.0,66.0,1026.2,2.0,14.2,Yes,34315,1
09-05-20,Mysore,11.8,21.9,7.4,3.0,3.0,W,26.0,E,9.0,84.0,1026.3,4.0,13.9,No,24942,0
